transaction_id,user_id,amount,transaction_type,merchant_category,country,hour,device_risk_score,ip_risk_score,is_fraud
2587,674,115.63,Online,Clothing,DE,9,0.26,0.08,0
4551,534,129.03,QR,Clothing,US,9,0.26,0.05,0
2072,830,90.60,QR,Electronics,US,21,0.07,0.15,0
1014,821,76.69,POS,Food,FR,20,0.06,0.01,0
6433,31,184.72,ATM,Clothing,FR,18,0.02,0.26,0
2542,551,60.60,Online,Food,FR,16,0.23,0.16,0
5717,118,69.32,POS,Electronics,FR,8,0.12,0.27,0
9417,11,108.97,QR,Clothing,FR,21,0.06,0.06,0
4518,161,104.29,QR,Clothing,UK,17,0.24,0.15,0
9410,538,99.11,QR,Electronics,UK,9,0.16,0.22,0
5644,765,95.46,QR,Grocery,FR,13,0.15,0.13,0
6157,841,1.00,POS,Food,US,16,0.20,0.02,0
878,307,56.42,ATM,Food,DE,11,0.07,0.10,0
168,715,104.71,QR,Food,DE,18,0.29,0.03,0
6551,25,118.66,ATM,Travel,UK,21,0.17,0.26,0
4904,148,207.99,Online,Food,US,19,0.10,0.11,0
4490,896,137.03,ATM,Travel,UK,11,0.21,0.10,0
9780,46,2273.15,QR,Electronics,UK,10,0.92,0.91,1
1949,733,68.47,QR,Clothing,DE,15,0.15,0.09,0
7483,55,130.44,ATM,Travel,TR,8,0.23,0.03,0
9584,818,22.17,QR,Food,NG,9,0.94,0.88,1
7538,654,102.72,ATM,Electronics,UK,8,0.04,0.25,0
8499,74,84.44,POS,Electronics,UK,7,0.03,0.04,0
1725,76,129.45,QR,Travel,DE,15,0.16,0.13,0
3238,607,66.00,ATM,Grocery,FR,15,0.19,0.04,0
9218,771,67.58,Online,Electronics,FR,13,0.10,0.10,0
7437,8,151.07,Online,Travel,US,14,0.06,0.26,0
3627,924,124.35,POS,Food,UK,10,0.00,0.05,0
5215,601,122.52,POS,Clothing,DE,6,0.14,0.02,0
2566,656,149.64,Online,Travel,DE,13,0.05,0.20,0
2975,146,92.48,POS,Grocery,TR,18,0.26,0.01,0
102,214,125.29,ATM,Grocery,DE,16,0.19,0.02,0
9547,275,787.71,QR,Electronics,FR,5,0.79,0.74,1
1444,316,99.45,Online,Electronics,FR,22,0.14,0.12,0
3650,899,126.11,POS,Electronics,UK,17,0.07,0.25,0
8006,453,99.54,ATM,Food,TR,21,0.28,0.10,0
9451,485,19.86,POS,Food,DE,21,0.16,0.16,0
468,101,133.48,ATM,Grocery,FR,20,0.18,0.19,0
4858,133,125.28,Online,Electronics,UK,7,0.29,0.18,0
4369,55,169.55,QR,Grocery,FR,19,0.22,0.21,0
4677,983,100.20,ATM,Food,DE,23,0.18,0.11,0
9674,739,22.17,POS,Food,DE,6,0.99,0.97,1
5400,401,53.33,Online,Clothing,DE,7,0.27,0.03,0
5751,137,136.74,ATM,Food,UK,23,0.04,0.22,0
5500,56,144.10,POS,Grocery,UK,20,0.06,0.14,0
3850,812,16.29,QR,Food,DE,8,0.11,0.15,0
3174,911,90.86,POS,Travel,US,16,0.01,0.02,0
3474,755,93.73,Online,Travel,UK,11,0.03,0.25,0
4676,317,146.92,QR,Electronics,FR,16,0.18,0.00,0
8525,798,88.37,Online,Clothing,UK,8,0.20,0.25,0
256,870,133.13,Online,Clothing,UK,6,0.28,0.07,0
4647,214,97.36,POS,Grocery,US,10,0.21,0.23,0
9506,621,2883.54,Online,Travel,UK,13,0.79,0.97,1
7722,826,4.84,Online,Electronics,DE,18,0.04,0.11,0
922,944,170.29,Online,Clothing,US,20,0.08,0.00,0
1695,160,95.58,ATM,Travel,DE,12,0.21,0.13,0
3493,528,88.61,Online,Clothing,TR,7,0.15,0.04,0
3566,134,126.60,ATM,Travel,DE,8,0.17,0.28,0
4242,360,102.41,Online,Electronics,DE,13,0.10,0.24,0
7499,646,84.48,POS,Travel,DE,16,0.23,0.11,0
9794,67,643.43,QR,Grocery,FR,4,0.73,0.92,1
5151,935,56.99,POS,Food,DE,17,0.19,0.09,0
556,259,101.46,ATM,Grocery,US,11,0.10,0.25,0
8372,782,71.87,ATM,Clothing,UK,9,0.06,0.24,0
5394,144,59.59,Online,Travel,US,6,0.26,0.26,0
8672,157,83.37,ATM,Grocery,TR,13,0.24,0.10,0
7247,102,48.88,POS,Electronics,FR,12,0.06,0.29,0
9047,268,147.04,Online,Travel,UK,6,0.04,0.29,0
9809,507,554.04,QR,Travel,US,21,0.85,0.72,1
150,702,262.01,Online,Grocery,UK,15,0.12,0.17,0
2223,870,99.11,ATM,Clothing,UK,14,0.19,0.05,0
2232,170,64.07,ATM,Electronics,UK,17,0.16,0.07,0
21,302,188.54,QR,Electronics,US,14,0.28,0.17,0
9900,541,3476.85,QR,Travel,FR,22,0.91,0.98,1
9201,326,108.21,POS,Food,TR,13,0.12,0.22,0
7452,652,187.99,Online,Food,FR,20,0.01,0.16,0
6619,841,101.52,QR,Electronics,US,18,0.23,0.26,0
4502,987,128.47,ATM,Clothing,US,15,0.19,0.09,0
6503,187,1.00,ATM,Electronics,US,20,0.26,0.08,0
520,619,78.40,ATM,Food,DE,11,0.02,0.19,0
6782,727,182.65,Online,Clothing,FR,9,0.16,0.02,0
6257,454,134.09,POS,Food,DE,16,0.04,0.10,0
8785,375,81.25,Online,Clothing,UK,22,0.03,0.03,0
8576,185,153.98,ATM,Travel,TR,22,0.23,0.09,0
7996,851,164.66,QR,Grocery,FR,18,0.01,0.10,0
7161,94,114.40,Online,Food,FR,22,0.18,0.11,0
4840,595,84.85,ATM,Grocery,FR,13,0.21,0.30,0
2420,433,165.20,POS,Travel,DE,23,0.26,0.03,0
4727,530,119.64,QR,Grocery,TR,23,0.01,0.10,0
1175,38,98.49,ATM,Food,UK,22,0.15,0.25,0
2712,619,125.97,POS,Grocery,US,21,0.23,0.26,0
2220,510,174.22,QR,Travel,TR,19,0.22,0.01,0
3287,652,180.28,QR,Food,UK,16,0.20,0.26,0
4549,96,31.54,QR,Food,US,23,0.13,0.21,0
3971,328,81.44,POS,Food,US,22,0.09,0.01,0
1616,489,55.17,QR,Travel,TR,7,0.06,0.12,0
5319,934,1.00,QR,Clothing,TR,11,0.19,0.19,0
3871,532,30.23,QR,Clothing,FR,7,0.23,0.21,0
4227,497,192.72,QR,Electronics,FR,20,0.23,0.29,0
9482,867,60.01,QR,Grocery,UK,16,0.04,0.22,0
3053,315,157.54,POS,Clothing,UK,22,0.08,0.26,0
9606,412,2389.70,Online,Clothing,FR,19,0.99,0.78,1
3242,343,67.42,ATM,Grocery,US,21,0.16,0.00,0
2284,138,98.16,QR,Electronics,UK,23,0.22,0.11,0
5509,276,75.07,QR,Food,FR,17,0.04,0.28,0
1912,720,49.16,QR,Travel,TR,8,0.12,0.04,0
7307,792,100.49,Online,Food,US,10,0.00,0.09,0
6002,42,70.18,POS,Clothing,DE,12,0.06,0.03,0
5204,188,61.81,ATM,Grocery,DE,16,0.21,0.21,0
4991,19,58.11,POS,Travel,FR,13,0.19,0.09,0
4259,333,2.06,ATM,Clothing,FR,19,0.14,0.00,0
2951,8,39.24,QR,Food,TR,7,0.01,0.26,0
8086,814,52.84,ATM,Food,FR,17,0.03,0.27,0
88,357,1.00,QR,Grocery,UK,11,0.07,0.04,0
6321,478,124.17,Online,Travel,US,21,0.19,0.23,0
5914,86,103.51,Online,Grocery,DE,9,0.19,0.19,0
5190,662,115.44,ATM,Clothing,FR,6,0.04,0.07,0
8808,8,125.73,ATM,Grocery,FR,19,0.29,0.19,0
6085,852,190.15,QR,Clothing,US,12,0.01,0.19,0
5450,696,117.06,QR,Food,FR,19,0.23,0.26,0
5253,585,11.68,ATM,Grocery,US,6,0.04,0.30,0
2333,370,125.59,ATM,Food,TR,22,0.24,0.08,0
4742,992,1.00,QR,Travel,DE,11,0.09,0.17,0
9773,865,22.17,QR,Electronics,US,2,0.81,0.86,1
7650,248,48.99,ATM,Electronics,US,14,0.11,0.12,0
2067,912,131.48,Online,Food,TR,6,0.19,0.08,0
4795,160,123.13,Online,Food,DE,22,0.20,0.15,0
7046,793,43.05,POS,Electronics,US,8,0.00,0.12,0
6727,882,116.62,QR,Electronics,TR,19,0.04,0.00,0
1133,72,100.98,ATM,Food,DE,18,0.02,0.08,0
1335,96,104.57,POS,Electronics,US,12,0.17,0.04,0
5682,310,42.11,ATM,Clothing,UK,9,0.08,0.10,0
2769,250,105.08,QR,Electronics,US,7,0.17,0.09,0
1406,757,199.00,QR,Food,FR,16,0.07,0.07,0
2229,93,118.53,Online,Clothing,US,7,0.29,0.10,0
5973,371,160.62,QR,Food,TR,18,0.08,0.13,0
1997,92,148.21,ATM,Clothing,UK,14,0.23,0.04,0
4361,581,29.84,POS,Clothing,UK,8,0.02,0.15,0
3786,731,80.94,ATM,Food,US,12,0.06,0.07,0
9973,980,22.17,QR,Grocery,US,4,0.97,0.89,1
8292,235,109.17,Online,Clothing,FR,20,0.02,0.15,0
2375,922,87.02,ATM,Electronics,TR,17,0.26,0.09,0
3340,576,108.01,QR,Food,US,21,0.04,0.23,0
5307,166,67.39,ATM,Clothing,UK,17,0.08,0.16,0
7983,702,128.79,QR,Food,FR,14,0.19,0.12,0
2570,589,232.69,POS,Food,FR,21,0.26,0.26,0
3138,35,181.73,QR,Grocery,US,19,0.04,0.06,0
5381,414,151.05,POS,Electronics,FR,16,0.07,0.24,0
9580,248,1659.02,QR,Food,DE,16,0.87,0.99,1
7529,656,160.01,QR,Travel,US,19,0.28,0.11,0
955,518,122.32,POS,Clothing,DE,21,0.09,0.26,0
6833,824,72.58,POS,Clothing,DE,18,0.21,0.19,0
4049,433,64.28,POS,Travel,TR,7,0.04,0.08,0
7981,994,73.18,ATM,Travel,FR,10,0.22,0.23,0
7863,582,72.81,POS,Grocery,DE,17,0.15,0.16,0
8797,328,121.22,ATM,Electronics,DE,15,0.29,0.16,0
9952,958,733.79,Online,Grocery,TR,17,0.93,0.89,1
3789,698,150.11,QR,Grocery,DE,10,0.02,0.14,0
5996,290,81.89,Online,Electronics,FR,17,0.22,0.30,0
6931,588,127.87,POS,Clothing,UK,21,0.18,0.19,0
803,495,18.88,QR,Travel,US,9,0.18,0.17,0
1052,802,184.67,POS,Electronics,TR,10,0.04,0.24,0
5251,767,65.19,ATM,Food,FR,20,0.07,0.28,0
2878,719,103.51,QR,Electronics,UK,9,0.19,0.19,0
4053,208,116.63,Online,Electronics,US,9,0.06,0.24,0
8172,553,39.49,QR,Food,DE,17,0.28,0.21,0
997,890,14.78,Online,Electronics,US,16,0.26,0.19,0
449,24,113.21,Online,Food,DE,9,0.10,0.19,0
2646,140,132.48,ATM,Grocery,FR,22,0.04,0.15,0
3490,30,135.74,ATM,Travel,UK,19,0.18,0.00,0
2468,90,192.10,ATM,Grocery,US,17,0.30,0.01,0
2629,674,93.48,QR,Travel,US,17,0.28,0.16,0
7406,993,150.56,Online,Electronics,DE,11,0.28,0.05,0
1860,615,110.98,Online,Food,US,22,0.25,0.05,0
95,110,104.69,Online,Grocery,US,23,0.14,0.06,0
7442,204,91.04,ATM,Electronics,TR,19,0.19,0.06,0
4126,214,90.50,QR,Food,TR,13,0.15,0.11,0
302,148,23.26,Online,Clothing,TR,23,0.05,0.14,0
9589,773,2016.50,POS,Grocery,TR,18,0.99,0.71,1
4936,515,94.08,POS,Grocery,FR,20,0.17,0.20,0
1368,494,40.57,Online,Food,FR,11,0.28,0.03,0
6709,654,105.59,ATM,Travel,US,9,0.00,0.26,0
5839,516,88.71,ATM,Clothing,US,16,0.15,0.08,0
6077,628,160.02,Online,Clothing,FR,13,0.00,0.17,0
7782,822,149.70,ATM,Clothing,DE,14,0.24,0.24,0
7313,38,60.71,ATM,Electronics,DE,20,0.14,0.22,0
985,68,159.93,QR,Travel,UK,10,0.04,0.17,0
7125,294,189.30,QR,Travel,DE,20,0.29,0.26,0
8498,103,65.98,ATM,Electronics,TR,7,0.08,0.11,0
2208,780,162.79,ATM,Electronics,DE,10,0.19,0.08,0
319,564,141.74,ATM,Food,TR,17,0.13,0.10,0
1418,174,201.34,ATM,Clothing,US,22,0.01,0.10,0
7543,275,74.74,POS,Food,TR,13,0.06,0.20,0
791,825,134.35,Online,Clothing,FR,8,0.21,0.15,0
9240,441,101.37,POS,Grocery,DE,7,0.19,0.15,0
3438,329,49.40,Online,Clothing,FR,20,0.24,0.11,0
4786,335,187.96,POS,Grocery,DE,19,0.07,0.19,0
1474,415,143.65,Online,Grocery,US,17,0.12,0.21,0
6981,227,117.65,POS,Clothing,UK,9,0.28,0.16,0
7934,467,116.23,ATM,Travel,DE,22,0.23,0.17,0
2663,428,204.67,ATM,Electronics,US,18,0.01,0.09,0
8288,214,71.78,QR,Travel,DE,16,0.25,0.04,0
8936,718,125.52,QR,Clothing,DE,14,0.30,0.20,0
9706,528,913.23,ATM,Grocery,UK,18,0.96,0.77,1
9235,760,128.11,Online,Food,FR,13,0.13,0.06,0
9127,272,73.36,ATM,Electronics,UK,23,0.07,0.17,0
3497,985,126.12,POS,Electronics,DE,20,0.25,0.10,0
5833,335,110.08,QR,Clothing,DE,8,0.20,0.23,0
7439,443,63.55,Online,Grocery,UK,21,0.02,0.11,0
6613,215,41.64,Online,Food,US,17,0.09,0.03,0
9940,937,1271.12,QR,Electronics,FR,7,0.73,0.92,1
2427,182,200.51,ATM,Clothing,DE,19,0.14,0.23,0
2155,767,49.50,QR,Clothing,UK,16,0.17,0.16,0
2114,588,107.45,QR,Grocery,FR,7,0.26,0.07,0
7058,52,151.74,POS,Grocery,FR,11,0.11,0.15,0
3992,78,41.74,POS,Travel,FR,12,0.10,0.01,0
4012,989,79.83,POS,Grocery,TR,15,0.11,0.00,0
8824,679,164.89,QR,Clothing,UK,21,0.13,0.04,0
4002,188,129.59,QR,Travel,TR,11,0.08,0.02,0
2704,172,87.17,Online,Electronics,UK,15,0.03,0.29,0
6382,631,155.53,POS,Clothing,FR,7,0.05,0.23,0
6411,984,158.04,Online,Electronics,FR,10,0.14,0.16,0
6147,282,129.56,ATM,Food,TR,8,0.06,0.05,0
3931,914,123.30,ATM,Electronics,US,22,0.06,0.26,0
6155,128,167.67,QR,Grocery,US,18,0.25,0.25,0
5226,283,111.38,QR,Food,DE,18,0.01,0.13,0
3961,550,73.25,Online,Clothing,US,21,0.01,0.20,0
6338,979,112.02,Online,Travel,DE,16,0.02,0.05,0
9030,753,98.89,QR,Clothing,TR,19,0.17,0.28,0
2034,485,59.43,Online,Food,TR,11,0.26,0.17,0
2795,313,128.81,POS,Clothing,UK,7,0.01,0.08,0
8561,252,208.29,POS,Food,TR,11,0.12,0.11,0
8197,560,76.31,POS,Electronics,UK,6,0.23,0.26,0
8939,379,119.80,Online,Electronics,TR,13,0.07,0.01,0
1758,458,63.75,POS,Travel,US,10,0.15,0.25,0
5579,284,119.01,Online,Grocery,US,9,0.12,0.02,0
8875,388,85.50,QR,Electronics,FR,7,0.13,0.00,0
6968,880,166.16,QR,Clothing,TR,10,0.14,0.27,0
4687,953,119.70,POS,Grocery,FR,14,0.04,0.15,0
2313,855,112.86,ATM,Grocery,DE,6,0.26,0.09,0
4019,908,112.51,Online,Clothing,UK,19,0.14,0.12,0
3386,437,72.20,QR,Grocery,US,13,0.23,0.12,0
7763,82,204.03,ATM,Travel,DE,22,0.06,0.23,0
4691,913,96.08,POS,Clothing,DE,12,0.05,0.19,0
1230,618,149.01,Online,Grocery,TR,21,0.14,0.12,0
5590,779,77.33,Online,Clothing,FR,9,0.18,0.15,0
7527,663,66.38,QR,Clothing,TR,16,0.02,0.21,0
4674,351,84.57,Online,Electronics,DE,10,0.23,0.13,0
8583,18,36.61,Online,Electronics,UK,17,0.14,0.25,0
6741,857,144.03,Online,Grocery,UK,21,0.11,0.13,0
148,21,33.00,QR,Electronics,US,17,0.10,0.14,0
4833,204,62.85,Online,Clothing,FR,18,0.03,0.14,0
4836,253,131.53,QR,Clothing,FR,17,0.22,0.22,0
2025,30,56.35,QR,Grocery,FR,17,0.17,0.03,0
8077,55,120.37,POS,Food,DE,7,0.08,0.23,0
9229,9,91.59,Online,Grocery,TR,22,0.18,0.20,0
6562,800,106.85,POS,Food,UK,22,0.19,0.20,0
8345,806,69.89,ATM,Food,TR,6,0.09,0.21,0
1282,973,158.82,Online,Clothing,DE,6,0.05,0.11,0
1710,119,146.19,QR,Electronics,TR,8,0.15,0.25,0
5443,29,98.96,POS,Food,UK,13,0.10,0.12,0
4216,414,89.74,Online,Electronics,UK,12,0.26,0.06,0
9120,155,38.23,Online,Electronics,UK,8,0.25,0.27,0
2276,189,101.57,Online,Clothing,DE,9,0.15,0.06,0
6760,378,97.21,QR,Travel,UK,20,0.22,0.29,0
2311,370,108.73,POS,Clothing,DE,19,0.27,0.10,0
8111,768,14.63,Online,Travel,TR,12,0.23,0.03,0
6646,393,116.72,ATM,Electronics,DE,6,0.08,0.02,0
9598,243,2665.56,POS,Clothing,FR,4,0.99,0.74,1
2952,287,138.80,POS,Electronics,UK,22,0.19,0.26,0
9735,818,4178.08,ATM,Food,UK,4,0.91,0.88,1
2312,138,123.41,ATM,Grocery,DE,13,0.03,0.02,0
658,323,28.33,POS,Food,US,15,0.17,0.05,0
3732,903,57.49,Online,Food,UK,16,0.23,0.25,0
6398,625,64.97,Online,Electronics,DE,7,0.11,0.17,0
6245,38,58.27,Online,Clothing,UK,20,0.05,0.29,0
3524,389,17.39,ATM,Grocery,US,8,0.27,0.06,0
6722,663,114.60,QR,Grocery,US,20,0.06,0.29,0
4992,215,65.48,QR,Clothing,US,18,0.08,0.18,0
9458,548,116.72,ATM,Grocery,TR,12,0.17,0.25,0
1887,183,73.60,QR,Electronics,TR,15,0.25,0.22,0
7177,479,165.72,POS,Travel,TR,6,0.25,0.21,0
8620,939,49.83,Online,Travel,US,11,0.13,0.25,0
5600,334,113.08,ATM,Clothing,FR,21,0.23,0.24,0
425,515,79.77,POS,Clothing,FR,23,0.04,0.07,0
1149,755,6.64,ATM,Electronics,TR,10,0.30,0.20,0
9382,270,80.89,Online,Travel,TR,7,0.05,0.13,0
6310,38,99.25,ATM,Grocery,TR,10,0.02,0.11,0
8871,280,157.27,Online,Grocery,DE,20,0.22,0.18,0
6029,48,15.61,Online,Electronics,FR,12,0.21,0.12,0
381,54,31.47,ATM,Food,FR,8,0.18,0.17,0
1504,898,151.43,POS,Electronics,FR,20,0.03,0.08,0
6975,523,1.00,Online,Travel,DE,18,0.21,0.30,0
4158,787,105.40,Online,Clothing,US,12,0.00,0.20,0
8045,933,150.47,ATM,Travel,UK,17,0.06,0.14,0
2201,685,217.01,QR,Clothing,DE,8,0.17,0.12,0
7937,55,109.51,POS,Travel,US,16,0.02,0.13,0
555,389,30.73,POS,Travel,US,7,0.09,0.20,0
902,850,58.47,POS,Electronics,DE,6,0.11,0.06,0
2373,933,142.86,ATM,Electronics,UK,23,0.06,0.01,0
3640,293,101.23,ATM,Food,FR,16,0.20,0.04,0
9324,409,99.62,Online,Food,TR,6,0.24,0.02,0
4672,824,173.12,QR,Grocery,TR,7,0.03,0.07,0
193,650,90.56,QR,Food,US,13,0.14,0.08,0
5748,375,104.76,POS,Travel,TR,22,0.07,0.23,0
7925,499,120.51,Online,Electronics,TR,11,0.18,0.15,0
1073,107,177.82,POS,Clothing,DE,22,0.06,0.29,0
9954,266,2557.06,QR,Food,DE,4,0.75,0.80,1
3224,606,53.55,QR,Food,TR,17,0.15,0.16,0
8961,830,14.20,Online,Clothing,US,17,0.24,0.20,0
6810,860,138.52,POS,Clothing,UK,17,0.16,0.29,0
6570,646,59.74,Online,Grocery,DE,13,0.25,0.03,0
883,560,158.18,POS,Electronics,US,23,0.23,0.30,0
5977,441,1.00,QR,Clothing,FR,14,0.22,0.29,0
5617,432,38.45,Online,Travel,DE,15,0.27,0.27,0
6565,978,171.66,POS,Grocery,US,18,0.17,0.27,0
9821,743,22.17,ATM,Travel,DE,6,0.98,0.95,1
9759,952,10.00,Online,Food,TR,20,0.81,0.75,1
9165,567,112.10,POS,Grocery,DE,19,0.00,0.17,0
7838,842,19.09,ATM,Clothing,DE,21,0.12,0.19,0
3252,192,84.55,Online,Grocery,TR,13,0.19,0.17,0
7801,889,198.36,ATM,Electronics,UK,9,0.04,0.08,0
9124,491,138.26,Online,Food,FR,10,0.04,0.12,0
3391,539,97.15,QR,Food,TR,13,0.19,0.03,0
6568,527,115.44,POS,Grocery,TR,6,0.18,0.06,0
271,209,67.14,QR,Grocery,DE,7,0.20,0.29,0
5114,529,102.90,QR,Electronics,DE,20,0.01,0.27,0
3221,325,71.13,QR,Grocery,UK,15,0.10,0.29,0
3532,913,71.71,QR,Travel,FR,19,0.21,0.05,0
3079,753,2.48,QR,Food,DE,9,0.17,0.02,0
9239,781,149.19,Online,Clothing,FR,21,0.12,0.23,0
760,508,118.72,ATM,Grocery,US,16,0.23,0.10,0
238,522,159.20,ATM,Grocery,US,17,0.14,0.02,0
6068,697,117.70,ATM,Electronics,US,19,0.13,0.30,0
2549,489,140.00,QR,Grocery,DE,14,0.13,0.12,0
5822,824,145.81,Online,Travel,FR,18,0.04,0.08,0
9951,336,4555.01,QR,Grocery,DE,23,0.85,0.83,1
559,796,33.15,POS,Grocery,UK,20,0.22,0.08,0
5746,518,1.00,POS,Food,TR,17,0.07,0.17,0
4238,386,70.66,POS,Clothing,FR,16,0.07,0.00,0
3724,731,90.82,POS,Food,FR,7,0.13,0.14,0
1431,498,94.23,POS,Clothing,UK,8,0.11,0.29,0
2585,414,109.11,Online,Clothing,US,10,0.05,0.25,0
6731,194,102.50,QR,Clothing,US,6,0.12,0.14,0
322,52,101.42,POS,Food,TR,10,0.05,0.21,0
3414,684,63.64,Online,Food,UK,23,0.01,0.12,0
6970,6,110.30,POS,Food,TR,10,0.27,0.23,0
1251,679,84.83,POS,Travel,US,12,0.01,0.21,0
4153,870,141.93,ATM,Travel,TR,19,0.04,0.11,0
5611,210,24.22,Online,Travel,FR,15,0.16,0.29,0
5050,56,1.00,ATM,Clothing,TR,17,0.09,0.09,0
4953,773,143.83,QR,Grocery,TR,16,0.14,0.23,0
6985,133,129.14,POS,Grocery,TR,7,0.29,0.00,0
990,317,212.47,Online,Grocery,UK,14,0.15,0.05,0
2859,886,223.70,POS,Food,US,9,0.26,0.26,0
4148,601,92.59,ATM,Electronics,US,14,0.12,0.22,0
4970,521,59.57,POS,Grocery,US,20,0.07,0.14,0
5241,41,102.65,Online,Electronics,DE,14,0.04,0.05,0
6941,928,62.67,POS,Grocery,US,16,0.07,0.27,0
2141,405,75.87,QR,Electronics,TR,15,0.05,0.13,0
9681,620,1187.52,Online,Electronics,US,4,0.78,1.00,1
3886,936,42.26,QR,Clothing,FR,21,0.00,0.02,0
475,488,54.70,POS,Electronics,TR,15,0.30,0.06,0
4654,714,99.51,Online,Food,US,7,0.22,0.06,0
6804,532,44.60,POS,Clothing,US,12,0.26,0.23,0
9548,860,5955.77,Online,Travel,US,8,0.74,0.99,1
5260,220,43.39,POS,Travel,US,14,0.24,0.05,0
119,532,113.92,QR,Grocery,DE,20,0.23,0.29,0
5965,636,134.93,QR,Clothing,UK,9,0.09,0.01,0
7688,292,119.08,Online,Food,DE,6,0.24,0.19,0
8471,877,157.81,ATM,Electronics,UK,8,0.06,0.20,0
1177,756,197.74,POS,Grocery,UK,15,0.26,0.20,0
6459,310,81.80,ATM,Clothing,UK,20,0.03,0.25,0
3730,322,161.07,QR,Electronics,DE,15,0.08,0.20,0
5065,928,63.05,QR,Food,UK,13,0.01,0.17,0
7618,180,105.24,Online,Grocery,US,20,0.10,0.25,0
2972,606,159.60,QR,Electronics,US,12,0.18,0.27,0
8342,678,173.23,QR,Clothing,FR,8,0.12,0.06,0
2400,210,92.30,ATM,Grocery,UK,17,0.19,0.12,0
5660,593,137.64,ATM,Travel,FR,19,0.12,0.11,0
2369,471,102.83,POS,Grocery,UK,21,0.20,0.23,0
5546,41,150.55,Online,Food,UK,20,0.16,0.15,0
4083,215,178.87,ATM,Electronics,TR,10,0.23,0.02,0
1024,568,56.81,POS,Electronics,FR,13,0.28,0.27,0
5322,445,99.12,Online,Food,FR,11,0.09,0.14,0
5855,838,148.01,POS,Electronics,TR,13,0.14,0.27,0
5494,516,36.09,QR,Food,DE,18,0.19,0.06,0
4875,18,29.49,Online,Food,US,19,0.05,0.01,0
7741,869,101.81,QR,Electronics,TR,9,0.16,0.18,0
6075,775,94.89,QR,Food,UK,16,0.13,0.29,0
4489,178,68.17,ATM,Electronics,US,18,0.01,0.00,0
8475,758,9.50,POS,Travel,UK,14,0.19,0.06,0
1398,712,95.49,Online,Electronics,US,19,0.01,0.21,0
7107,561,175.57,QR,Travel,US,21,0.18,0.07,0
8049,550,134.06,Online,Clothing,US,8,0.01,0.24,0
969,992,40.55,Online,Food,TR,6,0.16,0.19,0
4271,549,91.49,ATM,Electronics,DE,19,0.28,0.11,0
8059,313,139.37,QR,Travel,UK,17,0.28,0.12,0
3621,329,137.16,QR,Grocery,TR,21,0.14,0.03,0
5793,743,113.95,Online,Food,TR,12,0.05,0.07,0
6867,550,116.15,POS,Food,US,12,0.13,0.11,0
3197,890,112.26,Online,Travel,US,13,0.24,0.10,0
5263,306,91.37,Online,Clothing,FR,20,0.08,0.07,0
5053,893,60.11,ATM,Grocery,UK,13,0.08,0.28,0
5821,808,82.87,ATM,Electronics,DE,6,0.18,0.03,0
9381,169,93.95,QR,Food,UK,22,0.16,0.08,0
4423,127,154.63,ATM,Electronics,UK,22,0.09,0.24,0
5716,998,93.69,QR,Travel,TR,20,0.26,0.06,0
1823,757,66.67,POS,Clothing,FR,12,0.00,0.22,0
2793,489,85.68,QR,Food,US,23,0.14,0.13,0
6634,909,61.49,ATM,Travel,FR,8,0.06,0.28,0
9214,791,207.93,ATM,Food,FR,18,0.06,0.07,0
9148,145,127.26,QR,Travel,FR,15,0.20,0.13,0
4411,916,56.47,ATM,Travel,US,6,0.24,0.02,0
6220,206,148.57,QR,Travel,FR,13,0.13,0.17,0
4333,438,168.49,ATM,Travel,UK,10,0.28,0.27,0
6945,16,189.48,ATM,Grocery,UK,21,0.02,0.07,0
2650,397,76.68,Online,Grocery,FR,14,0.06,0.21,0
5654,712,70.68,POS,Electronics,DE,18,0.14,0.11,0
4710,734,109.71,ATM,Grocery,DE,7,0.28,0.21,0
4075,826,113.27,POS,Electronics,UK,6,0.27,0.25,0
3111,670,87.31,Online,Clothing,TR,6,0.24,0.00,0
4708,432,43.09,Online,Travel,TR,18,0.24,0.13,0
179,293,38.15,ATM,Clothing,US,13,0.26,0.11,0
7577,61,103.67,Online,Clothing,FR,20,0.03,0.16,0
4542,500,144.52,QR,Grocery,US,12,0.27,0.04,0
5967,38,207.90,Online,Electronics,FR,16,0.01,0.20,0
3948,401,42.63,ATM,Clothing,US,22,0.22,0.04,0
2089,843,1.00,POS,Clothing,FR,11,0.27,0.02,0
6031,837,71.84,QR,Grocery,TR,18,0.05,0.15,0
8798,121,140.49,ATM,Clothing,US,11,0.16,0.16,0
3527,711,121.44,QR,Grocery,US,12,0.01,0.03,0
1572,481,83.16,POS,Electronics,UK,14,0.27,0.24,0
5452,478,39.63,QR,Grocery,UK,19,0.22,0.24,0
6174,1,108.76,ATM,Electronics,TR,10,0.18,0.16,0
9051,992,57.74,ATM,Clothing,FR,11,0.19,0.26,0
4752,874,127.78,POS,Food,DE,10,0.08,0.11,0
1878,206,61.44,QR,Electronics,TR,19,0.18,0.06,0
7435,975,94.55,POS,Electronics,TR,10,0.08,0.03,0
2085,844,114.99,ATM,Clothing,UK,9,0.12,0.15,0
8407,912,164.66,QR,Electronics,DE,21,0.06,0.15,0
9609,974,1868.15,Online,Food,TR,22,0.95,0.92,1
317,53,190.83,Online,Travel,UK,19,0.23,0.24,0
6422,519,119.46,QR,Food,DE,19,0.19,0.27,0
